# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.15.2

bb::ai::hold, long, 00000000000000D4
vic::size::p21, double, 4064000000000000
vic::size::p22, double, 405C000000000000
vic::size::p23, double, 4063800000000000
vic::size::p24, double, 4066C00000000000
vic::size::p25, double, 4062000000000000
vic::size::p26, double, 405D400000000000
vic::size::p27, double, 4060800000000000
vic::size::p28, double, 4063400000000000
vic::size::p29, double, 4063800000000000
vic::size::p30, double, 405D400000000000
vic::size::p31, double, 4064A00000000000
vic::size::p32, double, 4064A00000000000
vic::size::p33, double, 4065200000000000
vic::size::p34, double, 4060800000000000
vic::size::p35, double, 4061E00000000000
vic::size::p36, double, 4062000000000000
vic::size::p37, double, 405A000000000000
vic::size::p38, double, 405E000000000000
vic::size::p39, double, 405E000000000000
vic::size::p40, double, 4065000000000000
vic::size::p41, double, 405B000000000000
vic::size::p42, double, 405B800000000000
vic::size::p43, double, 4066800000000000
vic::size::p44, double, 4065200000000000
vic::size::p45, double, 4060800000000000
vic::size::p46, double, 4065000000000000
vic::size::p47, double, 4063800000000000
vic::size::p48, double, 4054400000000000
vic::size::p49, double, 405B800000000000
vic::size::p50, double, 4060800000000000
vic::size::p51, double, 405E000000000000
vic::size::p52, double, 405B000000000000
vic::size::p53, double, 4060800000000000
vic::size::p54, double, 4064A00000000000
vic::size::p55, double, 4060400000000000
vic::size::p56, double, 4063800000000000
vic::size::p57, double, 4065000000000000
vic::size::p58, double, 4063800000000000
vic::size::p59, double, 405D400000000000
vic::size::p60, double, 4061E00000000000
vic::size::p61, double, 405E400000000000
vic::size::p62, double, 4063800000000000
vic::size::p63, double, 405B000000000000
vic::size::p64, double, 405E400000000000
vic::size::p65, double, 4068600000000000
vic::size::p66, double, 4068600000000000
vic::size::p67, double, 405A000000000000
vic::size::p68, double, 4062C00000000000
vic::size::p69, double, 405A000000000000
vic::size::p70, double, 405B800000000000
vic::size::p71, double, 405B000000000000
vic::size::p72, double, 4060800000000000
vic::size::p73, double, 4060400000000000
vic::size::p74, double, 4059000000000000
vic::size::p75, double, 405B000000000000
vic::size::p76, double, 4066000000000000
vic::size::p77, double, 405C000000000000
vic::size::p78, double, 405C000000000000
vic::size::p79, double, 405A400000000000
vic::size::p80, double, 405C000000000000
vic::size::p81, double, 4051800000000000
vic::size::p82, double, 405D400000000000
vic::size::p83, double, 4055000000000000
vic::size::p84, double, 4056C00000000000
vic::size::p85, double, 4056000000000000
vic::size::p86, double, 405D400000000000
vic::size::p87, double, 405C000000000000
vic::size::p88, double, 405E000000000000
vic::skipped, long, 0000000000000000
vic::spend::0, long, 0000000000000000
vic::spend::1, long, 0000000000000000
vic::spend::2, double, 403A2CBEBC9CD837
vic::spend::3, double, 405991DA4ADEF17C
vic::spend::4, double, 405991DA4ADEF17C
vic::spend::5, long, 0000000000000000
vic::spend::6, long, 0000000000000000
vic::spend::7, long, 0000000000000000
vic::spend::8, long, 0000000000000000
vic::spend::9, long, 0000000000000000
vic::spend::10, long, 0000000000000000
vic::spend::11, long, 0000000000000000
vic::spend::12, long, 0000000000000000
vic::spend::13, long, 0000000000000000
vic::spend::14, long, 0000000000000000
vic::spend::15, long, 0000000000000000
vic::spend::16, long, 0000000000000000
vic::spend::17, long, 0000000000000000
vic::spend::18, long, 0000000000000000
vic::spend::19, long, 0000000000000000
vic::state, string, 800465646974
vic::stock::0::arms, long, 0000000000000078
vic::stock::0::coal, long, 0000000000000096
vic::stock::0::cotton, long, 0000000000000096
vic::stock::0::goods, long, 0000000000000096
vic::stock::0::grain, long, 0000000000000096
vic::stock::0::iron, long, 0000000000000096
vic::stock::0::steel, long, 0000000000000096
vic::stock::1::arms, long, 0000000000000078
vic::stock::1::coal, long, 0000000000000096
vic::stock::1::cotton, long, 0000000000000096
vic::stock::1::goods, long, 0000000000000096
vic::stock::1::grain, long, 0000000000000096
vic::stock::1::iron, long, 0000000000000096
vic::stock::1::steel, long, 0000000000000096
vic::stock::2::arms, double, 4053CCCCCCCCCCC6
vic::stock::2::coal, double, 4082C00000000000
vic::stock::2::cotton, double, 4082C00000000000
vic::stock::2::goods, double, 0000000000000000
vic::stock::2::grain, double, 4082C00000000000
vic::stock::2::iron, double, 4082C00000000000
vic::stock::2::steel, long, 0000000000000096
vic::stock::3::arms, double, 4053CCCCCCCCCCC6
vic::stock::3::coal, double, 4082C00000000000
vic::stock::3::cotton, double, 4082C00000000000
vic::stock::3::goods, double, 0000000000000000
vic::stock::3::grain, double, 4082C00000000000
vic::stock::3::iron, double, 4082C00000000000
vic::stock::3::steel, long, 0000000000000096
vic::stock::4::arms, double, 4053CCCCCCCCCCC6
vic::stock::4::coal, double, 4082C00000000000
vic::stock::4::cotton, double, 4082C00000000000
vic::stock::4::goods, double, 0000000000000000
vic::stock::4::grain, double, 4082C00000000000
vic::stock::4::iron, double, 4082C00000000000
vic::stock::4::steel, long, 0000000000000096
vic::stock::5::arms, long, 0000000000000078
vic::stock::5::coal, long, 0000000000000096
vic::stock::5::cotton, long, 0000000000000096
vic::stock::5::goods, long, 0000000000000096
vic::stock::5::grain, long, 0000000000000096
vic::stock::5::iron, long, 0000000000000096
vic::stock::5::steel, long, 0000000000000096
vic::stock::6::arms, long, 0000000000000078
vic::stock::6::coal, long, 0000000000000096
vic::stock::6::cotton, long, 0000000000000096
vic::stock::6::goods, long, 0000000000000096
vic::stock::6::grain, long, 0000000000000096
vic::stock::6::iron, long, 0000000000000096
vic::stock::6::steel, long, 0000000000000096
vic::stock::7::arms, long, 0000000000000078
vic::stock::7::coal, long, 0000000000000096
vic::stock::7::cotton, long, 0000000000000096
vic::stock::7::goods, long, 0000000000000096
vic::stock::7::grain, long, 0000000000000096
vic::stock::7::iron, long, 0000000000000096
vic::stock::7::steel, long, 0000000000000096
vic::stock::8::arms, long, 0000000000000078
vic::stock::8::coal, long, 0000000000000096
vic::stock::8::cotton, long, 0000000000000096
vic::stock::8::goods, long, 0000000000000096
vic::stock::8::grain, long, 0000000000000096
vic::stock::8::iron, long, 0000000000000096
vic::stock::8::steel, long, 0000000000000096
vic::stock::9::arms, long, 0000000000000078
vic::stock::9::coal, long, 0000000000000096
vic::stock::9::cotton, long, 0000000000000096
vic::stock::9::goods, long, 0000000000000096
vic::stock::9::grain, long, 0000000000000096
vic::stock::9::iron, long, 0000000000000096
vic::stock::9::steel, long, 0000000000000096
vic::stock::10::arms, long, 0000000000000078
vic::stock::10::coal, long, 0000000000000096
vic::stock::10::cotton, long, 0000000000000096
vic::stock::10::goods, long, 0000000000000096
vic::stock::10::grain, long, 0000000000000096
vic::stock::10::iron, long, 0000000000000096
vic::stock::10::steel, long, 0000000000000096
vic::stock::11::arms, long, 0000000000000078
vic::stock::11::coal, long, 0000000000000096
vic::stock::11::cotton, long, 0000000000000096
vic::stock::11::goods, long, 0000000000000096
vic::stock::11::grain, long, 0000000000000096
vic::stock::11::iron, long, 0000000000000096
vic::stock::11::steel, long, 0000000000000096
vic::stock::12::arms, long, 0000000000000078
vic::stock::12::coal, long, 0000000000000096
vic::stock::12::cotton, long, 0000000000000096
vic::stock::12::goods, long, 0000000000000096
vic::stock::12::grain, long, 0000000000000096
vic::stock::12::iron, long, 0000000000000096
vic::stock::12::steel, long, 0000000000000096
vic::stock::13::arms, long, 0000000000000078
vic::stock::13::coal, long, 0000000000000096
vic::stock::13::cotton, long, 0000000000000096
vic::stock::13::goods, long, 0000000000000096
vic::stock::13::grain, long, 0000000000000096
vic::stock::13::iron, long, 0000000000000096
vic::stock::13::steel, long, 0000000000000096
vic::stock::14::arms, long, 0000000000000078
vic::stock::14::coal, long, 0000000000000096
vic::stock::14::cotton, long, 0000000000000096
vic::stock::14::goods, long, 0000000000000096
vic::stock::14::grain, long, 0000000000000096
vic::stock::14::iron, long, 0000000000000096
vic::stock::14::steel, long, 0000000000000096
vic::stock::15::arms, long, 0000000000000078
vic::stock::15::coal, long, 0000000000000096
vic::stock::15::cotton, long, 0000000000000096
vic::stock::15::goods, long, 0000000000000096
vic::stock::15::grain, long, 0000000000000096
vic::stock::15::iron, long, 0000000000000096
vic::stock::15::steel, long, 0000000000000096
vic::stock::16::arms, long, 0000000000000078
vic::stock::16::coal, long, 0000000000000096
vic::stock::16::cotton, long, 0000000000000096
vic::stock::16::goods, long, 0000000000000096
vic::stock::16::grain, long, 0000000000000096
vic::stock::16::iron, long, 0000000000000096
vic::stock::16::steel, long, 0000000000000096
vic::stock::17::arms, long, 0000000000000078
vic::stock::17::coal, long, 0000000000000096
vic::stock::17::cotton, long, 0000000000000096
vic::stock::17::goods, long, 0000000000000096
vic::stock::17::grain, long, 0000000000000096
vic::stock::17::iron, long, 0000000000000096
vic::stock::17::steel, long, 0000000000000096
vic::stock::18::arms, long, 0000000000000078
vic::stock::18::coal, long, 0000000000000096
vic::stock::18::cotton, long, 0000000000000096
vic::stock::18::goods, long, 0000000000000096
vic::stock::18::grain, long, 0000000000000096
vic::stock::18::iron, long, 0000000000000096
vic::stock::18::steel, long, 0000000000000096
vic::stock::19::arms, long, 0000000000000078
vic::stock::19::coal, long, 0000000000000096
vic::stock::19::cotton, long, 0000000000000096
vic::stock::19::goods, long, 0000000000000096
vic::stock::19::grain, long, 0000000000000096
vic::stock::19::iron, long, 0000000000000096
vic::stock::19::steel, long, 0000000000000096
vic::supply::0, long, 0000000000000001
vic::supply::1, long, 0000000000000001
vic::supply::2, long, 0000000000000001
vic::supply::3, long, 0000000000000001
vic::supply::4, long, 0000000000000001
vic::supply::5, long, 0000000000000001
vic::supply::6, long, 0000000000000001
vic::supply::7, long, 0000000000000001
vic::supply::8, long, 0000000000000001
vic::supply::9, long, 0000000000000001
vic::supply::10, long, 0000000000000001
vic::supply::11, long, 0000000000000001
vic::supply::12, long, 0000000000000001
vic::supply::13, long, 0000000000000001
vic::supply::14, long, 0000000000000001
vic::supply::15, long, 0000000000000001
vic::supply::16, long, 0000000000000001
vic::supply::17, long, 0000000000000001
vic::supply::18, long, 0000000000000001
vic::supply::19, long, 0000000000000001
vic::tagtick, long, 0000000000000000
vic::tagtxt::p1, string, 80222638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA78020312F2F2F2F2F2F30
vic::tagtxt::p2, string, 80202638ECA491EBA6BD202637C2B7202666EBB98820EB958520322F2F2F2F2F2F30
vic::tagtxt::p3, string, 80222638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA78020332F2F2F2F2F2F30
vic::tagtxt::p4, string, 80202638ECA491EBA6BD202637C2B7202666EBB98820EB958520342F2F2F2F2F2F30
vic::tagtxt::p5, string, 80222638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA78020352F2F2F2F2F2F30
vic::tagtxt::p6, string, 80202638ECA491EBA6BD202637C2B7202666EBB98820EB958520362F2F2F2F2F2F30
vic::tagtxt::p7, string, 80222638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA78020372F2F2F2F2F2F30
vic::tagtxt::p8, string, 80202638ECA491EBA6BD202637C2B7202666EBB98820EB958520382F2F2F2F2F2F30
vic::tagtxt::p9, string, 80222638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA78020392F2F2F2F2F2F30
vic::tagtxt::p10, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852031302F2F2F2F2F2F30
vic::tagtxt::p11, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802031312F2F2F2F2F2F30
vic::tagtxt::p12, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852031322F2F2F2F2F2F30
vic::tagtxt::p13, string, 80252663EC9881EAB5AD2672202637C2B7202666EBA7A8ECB2B4EC8AA4ED84B02F2F2F2F2F2F30
vic::tagtxt::p14, string, 80222663EC9881EAB5AD2672202637C2B7202666EBA6ACEBB284ED92802F2F2F2F2F2F30
vic::tagtxt::p15, string, 80222663EC9881EAB5AD2672202637C2B7202666EBB284EBB08DEC97842F2F2F2F2F2F30
vic::tagtxt::p16, string, 80222639ED9484EB9E91EC8AA42672202637C2B7202666EBA6ACEC98B92F2F2F2F2F2F30
vic::tagtxt::p17, string, 80282639ED9484EB9E91EC8AA42672202637C2B7202666EBA788EBA5B4EC84B8EC9CA02F2F2F2F2F2F30
vic::tagtxt::p18, string, 80252639ED9484EB9E91EC8AA42672202637C2B7202666EBB3B4EBA5B4EB8F842F2F2F2F2F2F30
vic::tagtxt::p19, string, 80252666ED9484EBA19CEC9DB4EC84BC2672202637C2B7202666ECBEB0EBA5B82F2F2F2F2F2F30
vic::tagtxt::p20, string, 802B2666ED9484EBA19CEC9DB4EC84BC2672202637C2B7202666ED95A8EBB680EBA5B4ED81AC2F2F2F2F2F2F30
vic::tagtxt::p21, string, 80252666ED9484EBA19CEC9DB4EC84BC2672202637C2B7202666EBAE8CED97A82F2F2F2F2F2F30
vic::tagtxt::p22, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852032322F2F2F2F2F2F30
vic::tagtxt::p23, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802032332F2F2F2F2F2F30
vic::tagtxt::p24, string, 80252663EC9881EAB5AD2672202637C2B7202666EAB880EB9E98EC8AA4EAB3A02F2F2F2F2F2F30
vic::tagtxt::p25, string, 801F2663EC9881EAB5AD2672202637C2B7202666EB9FB0EB8D982F2F2F2F2F2F30
vic::tagtxt::p26, string, 80252663EC9881EAB5AD2672202637C2B7202666EC9790EB93A0EBB284EB9FAC2F2F2F2F2F2F30
vic::tagtxt::p27, string, 801F2639ED9484EB9E91EC8AA42672202637C2B7202666EBA6B42F2F2F2F2F2F30
vic::tagtxt::p28, string, 80222639ED9484EB9E91EC8AA42672202637C2B7202666ED8C8CEBA6AC2F2F2F2F2F2F30
vic::tagtxt::p29, string, 80252639ED9484EB9E91EC8AA42672202637C2B7202666ED88B4EBA3A8ECA6882F2F2F2F2F2F30
vic::tagtxt::p30, string, 80312666ED9484EBA19CEC9DB4EC84BC2672202637C2B7202666ED9484EB9E91ED81ACED91B8EBA5B4ED8AB82F2F2F2F2F2F30
vic::tagtxt::p31, string, 80282666ED9484EBA19CEC9DB4EC84BC2672202637C2B7202666EBB2A0EBA5BCEBA6B02F2F2F2F2F2F30
vic::tagtxt::p32, string, 802B2666ED9484EBA19CEC9DB4EC84BC2672202637C2B7202666EB939CEBA088EC8AA4EB8DB42F2F2F2F2F2F30
vic::tagtxt::p33, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802033332F2F2F2F2F2F30
vic::tagtxt::p34, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852033342F2F2F2F2F2F30
vic::tagtxt::p35, string, 80252663EC9881EAB5AD2672202637C2B7202666EBB88CEBA6ACEC8AA4ED8B802F2F2F2F2F2F30
vic::tagtxt::p36, string, 801F2663EC9881EAB5AD2672202637C2B7202666EBA6ACECA6882F2F2F2F2F2F30
vic::tagtxt::p37, string, 80222663EC9881EAB5AD2672202637C2B7202666EC85B0ED9584EB939C2F2F2F2F2F2F30
vic::tagtxt::p38, string, 80222639ED9484EB9E91EC8AA42672202637C2B7202666EB82ADED8AB82F2F2F2F2F2F30
vic::tagtxt::p39, string, 802E2639ED9484EB9E91EC8AA42672202637C2B7202666EC8AA4ED8AB8EB9DBCEC8AA4EBB680EBA5B42F2F2F2F2F2F30
vic::tagtxt::p40, string, 80222639ED9484EB9E91EC8AA42672202637C2B7202666EBA3A8EC95992F2F2F2F2F2F30
vic::tagtxt::p41, string, 802E2666ED9484EBA19CEC9DB4EC84BC2672202637C2B7202666EB9DBCEC9DB4ED9484ECB998ED9E882F2F2F2F2F2F30
vic::tagtxt::p42, string, 80312666ED9484EBA19CEC9DB4EC84BC2672202637C2B7202666EC8A88ED88ACED8AB8EAB080EBA5B4ED8AB82F2F2F2F2F2F30
vic::tagtxt::p43, string, 802E2666ED9484EBA19CEC9DB4EC84BC2672202637C2B7202666EB92A4EC8580EB8F84EBA5B4ED94842F2F2F2F2F2F30
vic::tagtxt::p44, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852034342F2F2F2F2F2F30
vic::tagtxt::p45, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802034352F2F2F2F2F2F30
vic::tagtxt::p46, string, 802B2665EC98A4EC8AA4ED8AB8EBA6ACEC95842672202637C2B7202666ED9484EB9DBCED95982F2F2F2F2F2F30
vic::tagtxt::p47, string, 80312665EC98A4EC8AA4ED8AB8EBA6ACEC95842672202637C2B7202666EBB680EB8BA4ED8E98EC8AA4ED8AB82F2F2F2F2F2F30
vic::tagtxt::p48, string, 80312665EC98A4EC8AA4ED8AB8EBA6ACEC95842672202637C2B7202666EC9E98ECB8A0EBB680EBA5B4ED81AC2F2F2F2F2F2F30
vic::tagtxt::p49, string, 80282632EB9FACEC8B9CEC95842672202637C2B7202666EBAAA8EC8AA4ED81ACEBB0942F2F2F2F2F2F30
vic::tagtxt::p50, string, 80252632EB9FACEC8B9CEC95842672202637C2B7202666ED82A4EC9888ED94842F2F2F2F2F2F30
vic::tagtxt::p51, string, 80252632EB9FACEC8B9CEC95842672202637C2B7202666EC98A4EB8DB0EC82AC2F2F2F2F2F2F30
vic::tagtxt::p52, string, 801F2662EBAFB8EAB5AD2672202637C2B7202666EB89B4EC9A952F2F2F2F2F2F30
vic::tagtxt::p53, string, 80282662EBAFB8EAB5AD2672202637C2B7202666ED9584EB9DBCEB8DB8ED94BCEC95842F2F2F2F2F2F30
vic::tagtxt::p54, string, 80222662EBAFB8EAB5AD2672202637C2B7202666EBB3B4EC8AA4ED84B42F2F2F2F2F2F30
vic::tagtxt::p55, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802035352F2F2F2F2F2F30
vic::tagtxt::p56, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852035362F2F2F2F2F2F30
vic::tagtxt::p57, string, 802B2665EC98A4EC8AA4ED8AB8EBA6ACEC95842672202637C2B7202666EAB7B8EB9DBCECB8A02F2F2F2F2F2F30
vic::tagtxt::p58, string, 80252665EC98A4EC8AA4ED8AB8EBA6ACEC95842672202637C2B7202666EBB9882F2F2F2F2F2F30
vic::tagtxt::p59, string, 80282665EC98A4EC8AA4ED8AB8EBA6ACEC95842672202637C2B7202666EBA6B0ECB8A02F2F2F2F2F2F30
vic::tagtxt::p60, string, 80222632EB9FACEC8B9CEC95842672202637C2B7202666ECB9B4EC9E942F2F2F2F2F2F30
vic::tagtxt::p61, string, 80342632EB9FACEC8B9CEC95842672202637C2B7202666EC8381ED8AB8ED8E98ED858CEBA5B4EBB680EBA5B4ED81AC2F2F2F2F2F2F30
vic::tagtxt::p62, string, 80342632EB9FACEC8B9CEC95842672202637C2B7202666EB8B88ECA688EB8B88EB85B8EBB88CEAB3A0EBA19CEB939C2F2F2F2F2F2F30
vic::tagtxt::p63, string, 80222662EBAFB8EAB5AD2672202637C2B7202666EC8B9CECB9B4EAB3A02F2F2F2F2F2F30
vic::tagtxt::p64, string, 80222662EBAFB8EAB5AD2672202637C2B7202666EC9B8CEC8BB1ED84B42F2F2F2F2F2F30
vic::tagtxt::p65, string, 80282662EBAFB8EAB5AD2672202637C2B7202666EB89B4EC98ACEBA6ACEC96B8EC8AA42F2F2F2F2F2F30
vic::tagtxt::p66, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852036362F2F2F2F2F2F30
vic::tagtxt::p67, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802036372F2F2F2F2F2F30
vic::tagtxt::p68, string, 802B2665EC98A4EC8AA4ED8AB8EBA6ACEC95842672202637C2B7202666EBB88CEBA5B4EB85B82F2F2F2F2F2F30
vic::tagtxt::p69, string, 80312665EC98A4EC8AA4ED8AB8EBA6ACEC95842672202637C2B7202666ED8AB8EBA6ACEC9790EC8AA4ED858C2F2F2F2F2F2F30
vic::tagtxt::p70, string, 80312665EC98A4EC8AA4ED8AB8EBA6ACEC95842672202637C2B7202666EC9DB8EC8AA4EBB88CEBA3A8ED81AC2F2F2F2F2F2F30
vic::tagtxt::p71, string, 80282632EB9FACEC8B9CEC95842672202637C2B7202666EBB094EBA5B4EC83A4EBB0942F2F2F2F2F2F30
vic::tagtxt::p72, string, 80222632EB9FACEC8B9CEC95842672202637C2B7202666EBA6ACEAB0802F2F2F2F2F2F30
vic::tagtxt::p73, string, 80282632EB9FACEC8B9CEC95842672202637C2B7202666ED9598EBA6ACECBD94ED94842F2F2F2F2F2F30
vic::tagtxt::p74, string, 802B2662EBAFB8EAB5AD2672202637C2B7202666EC838CED9484EB9E80EC8B9CEC8AA4ECBD942F2F2F2F2F2F30
vic::tagtxt::p75, string, 80252662EBAFB8EAB5AD2672202637C2B7202666EBB3BCED8BB0EBAAA8EC96B42F2F2F2F2F2F30
vic::tagtxt::p76, string, 802B2662EBAFB8EAB5AD2672202637C2B7202666EC84B8EC9DB8ED8AB8EBA3A8EC9DB4EC8AA42F2F2F2F2F2F30
vic::tagtxt::p77, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802037372F2F2F2F2F2F30
vic::tagtxt::p78, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852037382F2F2F2F2F2F30
vic::tagtxt::p79, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802037392F2F2F2F2F2F30
vic::tagtxt::p80, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852038302F2F2F2F2F2F30
vic::tagtxt::p81, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802038312F2F2F2F2F2F30
vic::tagtxt::p82, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852038322F2F2F2F2F2F30
vic::tagtxt::p83, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802038332F2F2F2F2F2F30
vic::tagtxt::p84, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852038342F2F2F2F2F2F30
vic::tagtxt::p85, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802038352F2F2F2F2F2F30
vic::tagtxt::p86, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852038362F2F2F2F2F2F30
vic::tagtxt::p87, string, 80232638ECA491EBA6BD202637C2B7202666ECA491EBA6BDECA7802038372F2F2F2F2F2F30
vic::tagtxt::p88, string, 80212638ECA491EBA6BD202637C2B7202666EBB98820EB95852038382F2F2F2F2F2F30
vic::tax::0, long, 0000000000000028
vic::tax::1, long, 0000000000000028
vic::tax::2, long, 0000000000000028
vic::tax::3, long, 0000000000000028
vic::tax::4, long, 0000000000000028
vic::tax::5, long, 0000000000000028
vic::tax::6, long, 0000000000000028
vic::tax::7, long, 0000000000000028
vic::tax::8, long, 0000000000000028
vic::tax::9, long, 0000000000000028
vic::tax::10, long, 0000000000000028
vic::tax::11, long, 0000000000000028
vic::tax::12, long, 0000000000000028
vic::tax::13, long, 0000000000000028
vic::tax::14, long, 0000000000000028
vic::tax::15, long, 0000000000000028
vic::tax::16, long, 0000000000000028
vic::tax::17, long, 0000000000000028
vic::tax::18, long, 0000000000000028
vic::tax::19, long, 0000000000000028
vic::tax::<none>, long, 000000000000001E
vic::taxin::0, long, 0000000000000000
vic::taxin::1, long, 0000000000000000
vic::taxin::2, double, 405AA80F35D43A14
vic::taxin::3, double, 405AA80F35D43A14
vic::taxin::4, double, 405AA80F35D43A14
vic::taxin::5, long, 0000000000000000
vic::taxin::6, long, 0000000000000000
vic::taxin::7, long, 0000000000000000
vic::taxin::8, long, 0000000000000000
vic::taxin::9, long, 0000000000000000
vic::taxin::10, long, 0000000000000000
vic::taxin::11, long, 0000000000000000
vic::taxin::12, long, 0000000000000000
vic::taxin::13, long, 0000000000000000
vic::taxin::14, long, 0000000000000000
vic::taxin::15, long, 0000000000000000
vic::taxin::16, long, 0000000000000000
vic::taxin::17, long, 0000000000000000
vic::taxin::18, long, 0000000000000000
vic::taxin::19, long, 0000000000000000
vic::tech::0::adm, long, 0000000000000000
vic::tech::0::ind, long, 0000000000000000
vic::tech::0::mil, long, 0000000000000000
vic::tech::1::adm, long, 0000000000000000
vic::tech::1::ind, long, 0000000000000000
vic::tech::1::mil, long, 0000000000000000
vic::tech::2::adm, long, 0000000000000000
vic::tech::2::ind, long, 0000000000000001
vic::tech::2::mil, long, 0000000000000000
vic::tech::3::adm, long, 0000000000000000
vic::tech::3::ind, long, 0000000000000000
vic::tech::3::mil, long, 0000000000000000
vic::tech::4::adm, long, 0000000000000000
vic::tech::4::ind, long, 0000000000000000
vic::tech::4::mil, long, 0000000000000000
vic::tech::5::adm, long, 0000000000000000
vic::tech::5::ind, long, 0000000000000000
vic::tech::5::mil, long, 0000000000000000
vic::tech::6::adm, long, 0000000000000000
vic::tech::6::ind, long, 0000000000000000
vic::tech::6::mil, long, 0000000000000000
vic::tech::7::adm, long, 0000000000000000
vic::tech::7::ind, long, 0000000000000000
vic::tech::7::mil, long, 0000000000000000
vic::tech::8::adm, long, 0000000000000000
vic::tech::8::ind, long, 0000000000000000
vic::tech::8::mil, long, 0000000000000000
vic::tech::9::adm, long, 0000000000000000
vic::tech::9::ind, long, 0000000000000000
vic::tech::9::mil, long, 0000000000000000
vic::tech::10::adm, long, 0000000000000000
vic::tech::10::ind, long, 0000000000000000
vic::tech::10::mil, long, 0000000000000000
vic::tech::11::adm, long, 0000000000000000
vic::tech::11::ind, long, 0000000000000000
vic::tech::11::mil, long, 0000000000000000
vic::tech::12::adm, long, 0000000000000000
vic::tech::12::ind, long, 0000000000000000
vic::tech::12::mil, long, 0000000000000000
vic::tech::13::adm, long, 0000000000000000
vic::tech::13::ind, long, 0000000000000000
vic::tech::13::mil, long, 0000000000000000
vic::tech::14::adm, long, 0000000000000000
vic::tech::14::ind, long, 0000000000000000
vic::tech::14::mil, long, 0000000000000000
vic::tech::15::adm, long, 0000000000000000
vic::tech::15::ind, long, 0000000000000000
vic::tech::15::mil, long, 0000000000000000
vic::tech::16::adm, long, 0000000000000000
vic::tech::16::ind, long, 0000000000000000
vic::tech::16::mil, long, 0000000000000000
vic::tech::17::adm, long, 0000000000000000
vic::tech::17::ind, long, 0000000000000000
vic::tech::17::mil, long, 0000000000000000
vic::tech::18::adm, long, 0000000000000000
vic::tech::18::ind, long, 0000000000000000
vic::tech::18::mil, long, 0000000000000000
vic::tech::19::adm, long, 0000000000000000
vic::tech::19::ind, long, 0000000000000000
vic::tech::19::mil, long, 0000000000000000
vic::trade::0, long, 0000000000000000
vic::trade::1, long, 0000000000000000
vic::trade::2, double, 406875B1C7F70BDC
vic::trade::3, double, 406ABCBE6762DB9A
vic::trade::4, double, 406ABCBE6762DB9A
vic::trade::5, long, 0000000000000000
vic::trade::6, long, 0000000000000000
vic::trade::7, long, 0000000000000000
vic::trade::8, long, 0000000000000000
vic::trade::9, long, 0000000000000000
vic::trade::10, long, 0000000000000000
vic::trade::11, long, 0000000000000000
vic::trade::12, long, 0000000000000000
vic::trade::13, long, 0000000000000000
vic::trade::14, long, 0000000000000000
vic::trade::15, long, 0000000000000000
vic::trade::16, long, 0000000000000000
vic::trade::17, long, 0000000000000000
vic::trade::18, long, 0000000000000000
vic::trade::19, long, 0000000000000000
vic::upkeep::0, long, 0000000000000000
vic::upkeep::1, long, 0000000000000000
vic::upkeep::2, double, 40516921FF2E48E9
vic::upkeep::3, double, 404BD243FE5C91D2
vic::upkeep::4, double, 404BD243FE5C91D2
vic::upkeep::5, long, 0000000000000000
vic::upkeep::6, long, 0000000000000000
vic::upkeep::7, long, 0000000000000000
vic::upkeep::8, long, 0000000000000000
vic::upkeep::9, long, 0000000000000000
vic::upkeep::10, long, 0000000000000000
vic::upkeep::11, long, 0000000000000000
